ORTSTEIL,GEMEINDE,BUNDESLAND,LAT,LON
Windenreute,Emmendingen,Baden-Würtemberg,48.116332,7.880082
Schweigmatt,Schopfheim,Baden-Würtemberg,47.6814825,7.8825671
Waldsee (Freiburg im Breisgau),Freiburg im Breisgau,Baden-Würtemberg,47.9881267,7.8844044
Hesselhurst,Willstätt,Baden-Würtemberg,48.5172296,7.8847052
Maleck,Emmendingen,Baden-Würtemberg,48.1294507,7.8851394
Riedichen,Zell im Wiesental,Baden-Würtemberg,47.7052784,7.8884045
Diersheim,Rheinau (Baden),Baden-Würtemberg,48.6464642,7.8896058
Niederschopfheim,Hohberg,Baden-Würtemberg,48.4124225,7.8927775
Linx (Rheinau),Rheinau (Baden),Baden-Würtemberg,48.6241412,7.893693
Ottoschwanden,Freiamt (Schwarzwald),Baden-Würtemberg,48.18521,7.89528
Littenweiler,Freiburg im Breisgau,Baden-Würtemberg,47.9773178,7.8961055
Heiligenzell,Friesenheim (Baden),Baden-Würtemberg,48.364233,7.8979474
Oberweier (Friesenheim),Friesenheim (Baden),Baden-Würtemberg,48.3771298,7.9007421
Oberschopfheim,Friesenheim (Baden),Baden-Würtemberg,48.3967513,7.9027713
Zierolshofen,Kehl,Baden-Würtemberg,48.6089658,7.9034125
Ebnet (Freiburg),Freiburg im Breisgau,Baden-Würtemberg,47.9859781,7.9038438
Hofsgrund,Oberried (Breisgau),Baden-Würtemberg,47.8952519,7.9053295196
Ehrsberg,Häg-Ehrsberg,Baden-Würtemberg,47.7437032,7.9061053
Hofweier,Hohberg,Baden-Würtemberg,48.4237258,7.9082188
Öflingen,Wehr (Baden),Baden-Würtemberg,47.5921621,7.9138159
Legelshurst,Willstätt,Baden-Würtemberg,48.5712606,7.9145757
Häg,Häg-Ehrsberg,Baden-Würtemberg,47.7335036,7.916262
Muggenbrunn,Todtnau,Baden-Würtemberg,47.8587535,7.9171738
Waltersweier,Offenburg,Baden-Würtemberg,48.4857359,7.9177639
Buchholz (Waldkirch),Waldkirch,Baden-Würtemberg,48.08868845,7.9190153681
Weier (Offenburg),Offenburg,Baden-Würtemberg,48.4977072,7.9193502
Holzhausen (Rheinau),Rheinau (Baden),Baden-Würtemberg,48.6258442,7.9202909
Sand (Willstätt),Willstätt,Baden-Würtemberg,48.5383272,7.9208373
Föhrental,Glottertal,Baden-Würtemberg,48.0389674,7.9253292
Griesheim (Offenburg),Offenburg,Baden-Würtemberg,48.5104879,7.9253753
Suggental,Waldkirch,Baden-Würtemberg,48.0724171,7.9268913
Reichenbach (Lahr),Lahr/Schwarzwald,Baden-Würtemberg,48.3289958,7.9274384
Rheinbischofsheim,Rheinau (Baden),Baden-Würtemberg,48.6533503,7.9281559
Aftersteg,Todtnau,Baden-Würtemberg,47.8430167,7.9284
Hausgereut,Rheinau (Baden),Baden-Würtemberg,48.6448047,7.9304769
Bühl (Offenburg),Offenburg,Baden-Würtemberg,48.4946447,7.9317165
Gersbach (Schopfheim),Schopfheim,Baden-Würtemberg,47.7063471,7.9324507
Freistett,Rheinau (Baden),Baden-Würtemberg,48.6678905,7.9356649
Diersburg,Hohberg,Baden-Würtemberg,48.3991692,7.9365804
Unterglottertal,Glottertal,Baden-Würtemberg,48.0504518,7.9366874
Wittental,Stegen,Baden-Würtemberg,48.0022257,7.9384847969
Geschwend (Todtnau),Todtnau,Baden-Würtemberg,47.8044519,7.9389663
Schlechtnau,Todtnau,Baden-Würtemberg,47.8176193,7.9395217
Hütten (Rickenbach),Rickenbach (Hotzenwald),Baden-Würtemberg,47.6331753,7.941987289
Todtnauberg,Todtnau,Baden-Würtemberg,47.8516814,7.9420935
Bohlsbach,Offenburg,Baden-Würtemberg,48.4765153,7.9465414
Elgersweier,Offenburg,Baden-Würtemberg,48.4403034,7.9469887
Zunsweier,Offenburg,Baden-Würtemberg,48.424311,7.9488685
Wallbach (Bad Säckingen),Bad Säckingen,Baden-Würtemberg,47.555908,7.9489671
Zarten,Kirchzarten,Baden-Würtemberg,47.9770172,7.9492262
Ohrensbach,Glottertal,Baden-Würtemberg,48.04171,7.94998
Wittelbach,Seelbach (Schutter),Baden-Würtemberg,48.2927946,7.9500407
St. Wilhelm (Oberried),Oberried (Breisgau),Baden-Würtemberg,47.8949971,7.9500846
Hornberg (Herrischried),Herrischried,Baden-Würtemberg,47.6597758,7.9511487
Dörlinbach,Schuttertal,Baden-Würtemberg,48.2459675,7.954273
Bergalingen,Rickenbach (Hotzenwald),Baden-Würtemberg,47.61358,7.95461
Burg (Kirchzarten),Kirchzarten,Baden-Würtemberg,47.9651461,7.9573306
Windschläg,Offenburg,Baden-Würtemberg,48.5156179,7.957775
Altenschwand (Rickenbach),Rickenbach (Hotzenwald),Baden-Würtemberg,47.64295695,7.9637758119
Schweighausen (Schuttertal),Schuttertal,Baden-Würtemberg,48.2194402,7.9661577
Präg (Todtnau),Todtnau,Baden-Würtemberg,47.7789046,7.9674019
Rammersweier,Offenburg,Baden-Würtemberg,48.4814241,7.9694489
Helmlingen,Rheinau (Baden),Baden-Würtemberg,48.7074374,7.9694636
Urloffen,Appenweier,Baden-Würtemberg,48.5501283,7.9724205013
Willaringen,Rickenbach (Hotzenwald),Baden-Würtemberg,47.60545,7.97263
Siegelau,Gutach im Breisgau,Baden-Würtemberg,48.1569465,7.9762347917
Bermersbach (Gengenbach),Gengenbach,Baden-Würtemberg,48.3838167,7.9810407
Grauelsbaum,Lichtenau (Baden),Baden-Würtemberg,48.73573365,7.9820634976
Fessenbach,Offenburg,Baden-Würtemberg,48.4622456,7.9838262
Memprechtshofen,Rheinau (Baden),Baden-Würtemberg,48.6820814,7.9843376
Ebersweier,Durbach,Baden-Würtemberg,48.5052391,7.985232924
Oberglottertal,Glottertal,Baden-Würtemberg,48.0437987,7.9854888713
Schönberg (Seelbach),Seelbach (Schutter),Baden-Würtemberg,48.324717,7.986476
Muckenschopf,Lichtenau (Baden),Baden-Würtemberg,48.6949618,7.9880349
Rippolingen,Bad Säckingen,Baden-Würtemberg,47.5764489,7.9883658
Rütte (Herrischried),Herrischried,Baden-Würtemberg,47.6734159,7.9896008
Zell-Weierbach,Offenburg,Baden-Würtemberg,48.4736933,7.9901497
Wagshurst,Achern,Baden-Würtemberg,48.6204826,7.9934091
Siensbach,Waldkirch,Baden-Würtemberg,48.1064251,7.9939964
Niedergebisbach,Herrischried,Baden-Würtemberg,47.64942505,7.9942506026
Scherzheim,Lichtenau (Baden),Baden-Würtemberg,48.7078208,7.9976673619
Falkensteig,Buchenbach,Baden-Würtemberg,47.9452664,7.9988315
Zastler,Oberried (Breisgau),Baden-Würtemberg,47.9097818,7.9995536879
Harpolingen,Bad Säckingen,Baden-Würtemberg,47.5720293,8.0012191
Prinzbach (Biberach),Biberach (Baden),Baden-Würtemberg,48.3203533,8.001668
Nesselried,Appenweier,Baden-Würtemberg,48.51850255,8.0023790819
Greffern,Rheinmünster,Baden-Würtemberg,48.7521656,8.0056049
Großherrischwand,Herrischried,Baden-Würtemberg,47.6813543,8.0078718
Unteribental,Buchenbach,Baden-Würtemberg,47.9796392,8.007897
Bleibach (Gutach),Gutach im Breisgau,Baden-Würtemberg,48.1262568,8.0079300232
Wehrhalden,Herrischried,Baden-Würtemberg,47.7016899,8.0087965
Ulm (Lichtenau),Lichtenau (Baden),Baden-Würtemberg,48.7276553,8.0150864
Hogschür,Herrischried,Baden-Würtemberg,47.6478419,8.0159559
Hottingen (Rickenbach),Rickenbach (Hotzenwald),Baden-Würtemberg,47.6203392,8.0163731
Zusenhofen,Oberkirch (Baden),Baden-Würtemberg,48.5487338,8.0175996
Welschensteinach,Steinach (Ortenaukreis),Baden-Würtemberg,48.2744343,8.0177401
Gamshurst,Achern,Baden-Würtemberg,48.6631581,8.0186279
Reichenbach (Gengenbach),Gengenbach,Baden-Würtemberg,48.4297745,8.0195729
Nußbach (Renchtal),Oberkirch (Baden),Baden-Würtemberg,48.53522485,8.0220326
Niederwinden (Winden),Winden im Elztal,Baden-Würtemberg,48.1466155,8.0224941947
Erlach (Renchen),Renchen,Baden-Würtemberg,48.5680829,8.0237404
Niederhof (Murg),Murg (Hochrhein),Baden-Würtemberg,47.55361195,8.0248823616
Segeten,Görwihl,Baden-Würtemberg,47.660436,8.0259978
Engelschwand,Görwihl,Baden-Würtemberg,47.6836975,8.0277581
Oberhof (Murg),Murg (Hochrhein),Baden-Würtemberg,47.582643,8.029511
Untersimonswald,Simonswald,Baden-Würtemberg,48.1120097,8.032822
Hänner,Murg (Hochrhein),Baden-Würtemberg,47.595575,8.032874
Önsbach,Achern,Baden-Würtemberg,48.6058958,8.0351657
Stadelhofen (Oberkirch),Oberkirch (Baden),Baden-Würtemberg,48.5597518,8.0356446
Oberwinden (Winden),Winden im Elztal,Baden-Würtemberg,48.152948,8.0450017
Wagensteig,Buchenbach,Baden-Würtemberg,47.9843063,8.045876
Schwarzach (Rheinmünster),Rheinmünster,Baden-Würtemberg,48.7470818,8.0460292
Bottenau,Oberkirch (Baden),Baden-Würtemberg,48.5168747,8.0469616
Strittmatt,Görwihl,Baden-Würtemberg,47.6647046,8.0471098
Großweier,Achern,Baden-Würtemberg,48.6533046,8.0472781
Stollhofen (Rheinmünster),Rheinmünster,Baden-Würtemberg,48.7650016,8.0480008
Oberwihl,Görwihl,Baden-Würtemberg,47.6211557,8.0481705
Fautenbach,Achern,Baden-Würtemberg,48.623815,8.0519443
Unterentersbach,Zell am Harmersbach,Baden-Würtemberg,48.32994585,8.053281531
Ulm (Renchen),Renchen,Baden-Würtemberg,48.5823599,8.0533491051
Schwaibach (Gengenbach),Gengenbach,Baden-Würtemberg,48.3964884,8.0552193
Unzhurst,Ottersweier,Baden-Würtemberg,48.6873101,8.0581589
Söllingen (Rheinmünster),Rheinmünster,Baden-Würtemberg,48.7773366,8.0585501
Altsimonswald,Simonswald,Baden-Würtemberg,48.1016573,8.0590437
Hildmannsfeld,Rheinmünster,Baden-Würtemberg,48.7337992,8.0591485
Binzgen,Laufenburg (Baden),Baden-Würtemberg,47.5761587,8.0594073629
Haslach (Oberkirch),Oberkirch (Baden),Baden-Würtemberg,48.5654261,8.060193
Mösbach,Achern,Baden-Würtemberg,48.59823405,8.0610951918
Moos (Bühl),Bühl (Baden),Baden-Würtemberg,48.7181788,8.0617653
Rotzel,Laufenburg (Baden),Baden-Würtemberg,47.5947354,8.0618895
Haslachsimonswald,Simonswald,Baden-Würtemberg,48.1046947,8.0639908
Tiergarten (Oberkirch),Oberkirch (Baden),Baden-Würtemberg,48.5577444,8.0659924
Hartschwand,Görwihl,Baden-Würtemberg,47.6687787,8.066153
Menzenschwand,St. Blasien,Baden-Würtemberg,47.8272071,8.0691023
Rüßwihl,Görwihl,Baden-Würtemberg,47.6311262,8.0702978
Niederwihl,Görwihl,Baden-Würtemberg,47.6195223,8.0731225
Bollenbach (Haslach),Haslach im Kinzigtal,Baden-Würtemberg,48.2921058,8.0735008
Rotzingen,Görwihl,Baden-Würtemberg,47.665196,8.0775716
Hochsal,Laufenburg (Baden),Baden-Würtemberg,47.5898727,8.0803806
Oberentersbach,Zell am Harmersbach,Baden-Würtemberg,48.3277668,8.0810805
Oberachern,Achern,Baden-Würtemberg,48.6185918,8.0839286
Ödsbach (Oberkirch),Oberkirch (Baden),Baden-Würtemberg,48.4853078,8.0840866
Sasbachried,Achern,Baden-Würtemberg,48.6573417,8.084514
Ringelbach (Oberkirch),Oberkirch (Baden),Baden-Würtemberg,48.5549981,8.0868356
Oberbruch (Bühl),Bühl (Baden),Baden-Würtemberg,48.72988365,8.0870115134
Grunholz,Laufenburg (Baden),Baden-Würtemberg,47.5768239,8.0870807
Unterharmersbach,Zell am Harmersbach,Baden-Würtemberg,48.3547233,8.0883247
Balzhofen,Bühl (Baden),Baden-Würtemberg,48.7081919,8.0891809167
Obersimonswald,Simonswald,Baden-Würtemberg,48.0789717,8.094862
Schachen (Albbruck),Albbruck,Baden-Würtemberg,47.6031293,8.0980674202
Luttingen,Laufenburg (Baden),Baden-Würtemberg,47.57570205,8.0982727158
Wittenschwand,Dachsberg (Südschwarzwald),Baden-Würtemberg,47.7299948,8.0989738
Leiberstung,Sinzheim,Baden-Würtemberg,48.7532117,8.0997247
Wilfingen,Dachsberg (Südschwarzwald),Baden-Würtemberg,47.6688083,8.1027152
Waldulm,Kappelrodeck,Baden-Würtemberg,48.5863653,8.1028145
Obersasbach,Sasbach,Baden-Würtemberg,48.6321099,8.1050476
Wolpadingen,Dachsberg (Südschwarzwald),Baden-Würtemberg,47.6996291,8.1052933
Prechtal,Elzach,Baden-Würtemberg,48.1943534,8.10619155
Hauenstein (Laufenburg),Laufenburg (Baden),Baden-Würtemberg,47.5816403,8.1064668
Oberweier (Bühl),Bühl (Baden),Baden-Würtemberg,48.6998833,8.1107377
Altglashütten (Feldberg),Feldberg (Schwarzwald),Baden-Würtemberg,47.85602,8.1113
Buch (Albbruck),Albbruck,Baden-Würtemberg,47.6153514,8.1126454066
Vimbuch,Bühl (Baden),Baden-Würtemberg,48.7196031,8.1138218
Wildgutach,Simonswald,Baden-Würtemberg,48.0318776,8.1159998
Thurner (St. Märgen),St. Märgen,Baden-Würtemberg,47.9721596,8.12156
Schlageten,St. Blasien,Baden-Würtemberg,47.7104876,8.1223548
Urberg,Dachsberg (Südschwarzwald),Baden-Würtemberg,47.73533485,8.1234170396
Immeneich,St. Blasien,Baden-Würtemberg,47.6968748,8.1251653
Falkau,Feldberg (Schwarzwald),Baden-Würtemberg,47.867406,8.129093
Weitenung,Bühl (Baden),Baden-Würtemberg,48.7413509,8.12918
Unteralpfen,Albbruck,Baden-Würtemberg,47.6469308,8.1320457
Birndorf,Albbruck,Baden-Würtemberg,47.6240404,8.1331643
Wintersdorf (Rastatt),Rastatt,Baden-Würtemberg,48.8455231,8.1357373
Glashütte (St. Märgen),St. Märgen,Baden-Würtemberg,48.0012527,8.136615
Ramsbach (Oppenau),Oppenau,Baden-Würtemberg,48.49770815,8.1374316995
Raitenbuch (Lenzkirch),Lenzkirch,Baden-Würtemberg,47.86016495,8.1379377524
Oberprechtal,Elzach,Baden-Würtemberg,48.2142936,8.1419332
Birkingen,Albbruck,Baden-Würtemberg,47.62529715,8.1480044187
Tiefenhäusern,Höchenschwand,Baden-Würtemberg,47.70336595,8.1486859706
Neusatz (Bühl),Bühl (Baden),Baden-Würtemberg,48.6583598,8.1490959
Oberalpfen,Waldshut-Tiengen,Baden-Würtemberg,47.6576151,8.1492356
Eisental (Bühl),Bühl (Baden),Baden-Würtemberg,48.71370765,8.1496779108
Titisee (Titisee-Neustadt),Titisee-Neustadt,Baden-Würtemberg,47.9011491,8.1499728
Furschenbach (Ottenhöfen im Schwarzwald),Ottenhöfen im Schwarzwald,Baden-Würtemberg,48.5848644,8.1506889
Remetschwiel,Weilheim (Baden),Baden-Würtemberg,47.6770578,8.1520939606
Ottersdorf,Rastatt,Baden-Würtemberg,48.8607565,8.1548745
Rohrhardsberg (Schonach),Schonach im Schwarzwald,Baden-Würtemberg,48.1368686,8.155697
Plittersdorf (Rastatt),Rastatt,Baden-Würtemberg,48.8846536,8.1563625
Bannholz (Weilheim) ,Weilheim (Baden),Baden-Würtemberg,47.67508555,8.1619249555
Altschweier,Bühl (Baden),Baden-Würtemberg,48.6999219,8.1623893
Waldau (Titisee-Neustadt),Titisee-Neustadt,Baden-Würtemberg,47.98768195,8.1635639632
Einbach (Hausach),Hausach,Baden-Würtemberg,48.2851341,8.1655487
Ibach (Oppenau),Oppenau,Baden-Würtemberg,48.4566427,8.1680312
Waldkirch (Waldshut-Tiengen),Waldshut-Tiengen,Baden-Würtemberg,47.6593857,8.1728605
Neukirch (Furtwangen im Schwarzwald),Furtwangen im Schwarzwald,Baden-Würtemberg,48.0254959,8.1733621
Faulenfürst,Schluchsee (Gemeinde),Baden-Würtemberg,47.818053,8.174514
Fischbach (Schluchsee),Schluchsee (Gemeinde),Baden-Würtemberg,47.818053,8.174514
Saig,Lenzkirch,Baden-Würtemberg,47.88679385,8.1758624296
Varnhalt,Baden-Baden,Baden-Würtemberg,48.7360832,8.1787874
Blasiwald,Schluchsee (Gemeinde),Baden-Würtemberg,47.81514265,8.1811479966
Eschbach (Waldshut-Tiengen),Waldshut-Tiengen,Baden-Würtemberg,47.6325548,8.1819863
Schochenbach (Furtwangen im Schwarzwald),Furtwangen im Schwarzwald,Baden-Würtemberg,48.0680408,8.1820169
Lierbach (Oppenau),Oppenau,Baden-Würtemberg,48.5039269,8.1821371
Neuweier,Baden-Baden,Baden-Würtemberg,48.7215648,8.1853115
Amrigschwand,Höchenschwand,Baden-Würtemberg,47.7199524,8.1853896
Bierbronnen,Weilheim (Baden),Baden-Würtemberg,47.6754098,8.1898646
Sandweier,Baden-Baden,Baden-Würtemberg,48.7904421,8.1910627
Steinbach (Baden-Baden),Baden-Baden,Baden-Würtemberg,48.7197517,8.1928009
Neustadt im Schwarzwald,Titisee-Neustadt,Baden-Würtemberg,47.91619285,8.1965110116
Langenordnach,Titisee-Neustadt,Baden-Würtemberg,47.9343831,8.1973738
Schollach (Eisenbach),Eisenbach (Hochschwarzwald),Baden-Würtemberg,47.9762519,8.1987452
Schwärzenbach (Titisee-Neustadt),Titisee-Neustadt,Baden-Würtemberg,47.9184614,8.1999032
Schmitzingen,Waldshut-Tiengen,Baden-Würtemberg,47.6492637,8.2024062
Bad Peterstal,Bad Peterstal-Griesbach,Baden-Würtemberg,48.4287584,8.2037852
Urach (Vöhrenbach),Vöhrenbach,Baden-Würtemberg,48.0016311,8.2054677
Elchesheim,Elchesheim-Illingen,Baden-Würtemberg,48.93085525,8.2101805085
Illingen (Elchesheim-Illingen),Elchesheim-Illingen,Baden-Würtemberg,48.93085525,8.2101805085
Staufen (Grafenhausen),Grafenhausen,Baden-Würtemberg,47.7570623,8.210406
Schönenbach (Schluchsee),Schluchsee (Gemeinde),Baden-Würtemberg,47.768092,8.211978
Waldshut,Waldshut-Tiengen,Baden-Würtemberg,47.6246179,8.2120605
Nöggenschwiel,Weilheim (Baden),Baden-Würtemberg,47.6934909,8.2152642
Ooswinkel,Baden-Baden,Baden-Würtemberg,48.7755065,8.2157186
Maisach (Oppenau),Oppenau,Baden-Würtemberg,48.4739414,8.217254
Niederbühl,Rastatt,Baden-Würtemberg,48.8412218,8.2176427
Indlekofen,Waldshut-Tiengen,Baden-Würtemberg,47.6588529,8.2214276
Haueneberstein,Baden-Baden,Baden-Würtemberg,48.8058205,8.2218408
Balg (Baden-Baden),Baden-Baden,Baden-Würtemberg,48.7884102,8.2248384
Brenden (Ühlingen-Birkendorf),Ühlingen-Birkendorf,Baden-Würtemberg,47.7304373,8.2261226
Niederwasser (Hornberg),Hornberg,Baden-Würtemberg,48.1902193,8.2291172
Oos (Baden-Baden),Baden-Baden,Baden-Würtemberg,48.7682657,8.2309113
Schönenbach (Furtwangen),Furtwangen im Schwarzwald,Baden-Würtemberg,48.0461057,8.2317154
Förch,Rastatt,Baden-Würtemberg,48.8256695,8.232069
Rudenberg,Titisee-Neustadt,Baden-Würtemberg,47.91937975,8.2335147697
Bad Griesbach im Schwarzwald,Bad Peterstal-Griesbach,Baden-Würtemberg,48.45041,8.23494
Würmersheim,Durmersheim,Baden-Würtemberg,48.9357505,8.2406492545
Gurtweil,Waldshut-Tiengen,Baden-Würtemberg,47.6412423,8.2465136
Zuflucht (Schwarzwald),Bad Peterstal-Griesbach,Baden-Würtemberg,48.4827698,8.2478358
Rauental (Rastatt),Rastatt,Baden-Würtemberg,48.8564408,8.2478596
Linach,Furtwangen im Schwarzwald,Baden-Würtemberg,48.0237611,8.2510009
Rohrbach im Schwarzwald,Furtwangen im Schwarzwald,Baden-Würtemberg,48.0746472,8.2559566
Nußbach (Triberg),Triberg im Schwarzwald,Baden-Würtemberg,48.1306404,8.2578885
Lichtental (Baden-Baden),Baden-Baden,Baden-Würtemberg,48.745879,8.2582669
Berau (Ühlingen-Birkendorf),Ühlingen-Birkendorf,Baden-Würtemberg,47.695685,8.2587575
Aichen (Waldshut-Tiengen),Waldshut-Tiengen,Baden-Würtemberg,47.6756422,8.2617198
Reichenbach (Hornberg),Hornberg,Baden-Würtemberg,48.2161691,8.2630049
Holzschlag (Bonndorf),Bonndorf im Schwarzwald,Baden-Würtemberg,47.8492118,8.2655891
Herrenwies (Forbach),Forbach (Baden),Baden-Würtemberg,48.6588316,8.2656906
Neuburgweier,Rheinstetten,Baden-Würtemberg,48.9705048,8.2664405
Mettenberg (Grafenhausen),Grafenhausen,Baden-Würtemberg,47.7513098,8.2680419
Gremmelsbach (Triberg),Triberg im Schwarzwald,Baden-Würtemberg,48.1523217,8.2695694
Ebersteinburg,Baden-Baden,Baden-Würtemberg,48.7819482,8.2696757
Tiengen (Waldshut-Tiengen) ,Waldshut-Tiengen,Baden-Würtemberg,47.6349548,8.2745787
Glashütte (Wald),Wald (Hohenzollern),Baden-Würtemberg,50.911784,8.277268
Oberndorf (Kuppenheim),Kuppenheim,Baden-Würtemberg,48.8266744,8.279587
Bubenbach (Eisenbach) ,Eisenbach (Hochschwarzwald),Baden-Würtemberg,47.95933685,8.2805151438
Hürrlingen,Ühlingen-Birkendorf,Baden-Würtemberg,47.7235497,8.2828411
Gündelwangen,Bonndorf im Schwarzwald,Baden-Würtemberg,47.8426163,8.2864051
Obertal (Baiersbronn),Baiersbronn,Baden-Würtemberg,48.5337567,8.2878087
Riedern am Wald,Ühlingen-Birkendorf,Baden-Würtemberg,47.7169201,8.2891563
Mörsch,Rheinstetten,Baden-Würtemberg,48.9611441,8.2892136
Schapbach (Bad Rippoldsau-Schapbach),Bad Rippoldsau-Schapbach,Baden-Würtemberg,48.3777578,8.2913097
Oberbränd,Eisenbach (Hochschwarzwald),Baden-Würtemberg,47.9491518,8.2920797
Brigach (St. Georgen im Schwarzwald),St. Georgen im Schwarzwald,Baden-Würtemberg,48.1010956,8.3004703
Gaisbach (Baden-Baden),Baden-Baden,Baden-Würtemberg,48.73533925,8.3010560057
Göschweiler,Löffingen,Baden-Würtemberg,47.85976905,8.30116115
Langenbach (Vöhrenbach),Vöhrenbach,Baden-Würtemberg,48.0463663,8.3049782
Unterlauchringen,Lauchringen,Baden-Würtemberg,47.62989615,8.3051564852
Rheinheim (Küssaberg),Küssaberg,Baden-Würtemberg,47.5899831,8.3054759
Staufenberg (Gernsbach),Gernsbach,Baden-Würtemberg,48.7659,8.3056623
Ebnet (Bonndorf),Bonndorf im Schwarzwald,Baden-Würtemberg,47.7974885,8.305829
Hammereisenbach-Bregenbach,Vöhrenbach,Baden-Würtemberg,48.044998,8.305964
Bad Rotenfels,Gaggenau,Baden-Würtemberg,48.8138719,8.3059891
Oberweier (Gaggenau),Gaggenau,Baden-Würtemberg,48.8465049,8.3072091
Breitenfeld (Waldshut-Tiengen),Waldshut-Tiengen,Baden-Würtemberg,47.6539182,8.3075052
Steinasäge,Bonndorf im Schwarzwald,Baden-Würtemberg,47.8094779,8.3082151
Neumalsch,Malsch (Landkreis Karlsruhe),Baden-Würtemberg,48.9008322,8.308816
Maxau,Karlsruhe,Baden-Würtemberg,49.0362712,8.3104443
Oberkirnach,St. Georgen im Schwarzwald,Baden-Würtemberg,48.0926357,8.3132735
Forchheim (Rheinstetten),Rheinstetten,Baden-Würtemberg,48.9786731,8.3136959
Langenschiltach,St. Georgen im Schwarzwald,Baden-Würtemberg,48.1601845,8.3166036
Ühlingen,Ühlingen-Birkendorf,Baden-Würtemberg,47.7184646,8.3176067
Detzeln,Waldshut-Tiengen,Baden-Würtemberg,47.6677855,8.320667
Dangstetten,Küssaberg,Baden-Würtemberg,47.5951176,8.320972
Oberlauchringen,Lauchringen,Baden-Würtemberg,47.622286,8.3249327992
Lehengericht,Schiltach,Baden-Würtemberg,48.168211,8.325827
Bad Rippoldsau,Bad Rippoldsau-Schapbach,Baden-Würtemberg,48.4285397,8.3285852
Reckingen (Küssaberg),Küssaberg,Baden-Würtemberg,47.5716444,8.3297399
Selbach (Gaggenau),Gaggenau,Baden-Würtemberg,48.7799179,8.3301699
Waldprechtsweier,Malsch (Landkreis Karlsruhe),Baden-Würtemberg,48.8615013,8.332844
Silberstreifen,Rheinstetten,Baden-Würtemberg,48.9628439,8.3388589
Wittlekofen,Bonndorf im Schwarzwald,Baden-Würtemberg,47.7830143,8.3445753
Hörden (Gaggenau),Gaggenau,Baden-Würtemberg,48.7815102,8.3451511
Untermettingen,Ühlingen-Birkendorf,Baden-Würtemberg,47.7022301,8.3452123
Bermersbach (Murgtal),Forbach (Baden),Baden-Würtemberg,48.6922761,8.3454694
Boll (Bonndorf),Bonndorf im Schwarzwald,Baden-Würtemberg,47.8357222,8.3464697
Obertsrot,Gernsbach,Baden-Würtemberg,48.7445874,8.3468197
Horheim,Wutöschingen,Baden-Würtemberg,47.6488676,8.3470934
Hilpertsau,Gernsbach,Baden-Würtemberg,48.7375509,8.3478522
Tennenbronn,Schramberg,Baden-Würtemberg,48.1907698,8.3481679413
Lautenbach (Gernsbach),Gernsbach,Baden-Würtemberg,48.7508748,8.348434
Seppenhofen,Löffingen,Baden-Würtemberg,47.8722497,8.3493951867
Michelbach (Gaggenau),Gaggenau,Baden-Würtemberg,48.817569,8.3499804
St. Ulrich im Schwarzwald,Bollschweil,Baden-Würtemberg,47.8167,8.35
Reichenbächle,Schiltach,Baden-Würtemberg,48.2828667,8.3501608
Bechtersbohl,Küssaberg,Baden-Würtemberg,47.60188325,8.3533436739
Langenbrand (Forbach),Forbach (Baden),Baden-Würtemberg,48.7023438,8.3557462
